age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
47.0,13458.59,32122.98,24.0,0.0,14.0,0.0,402.4,5.2,0
59.0,6443.21,9015.33,18.0,0.0,19.0,0.0,1761.3,8.7,0
39.0,8090.25,48258.17,37.0,0.0,9.0,0.0,2906.5,5.1,0
42.0,6402.66,36200.42,13.0,0.0,22.0,0.0,322.9,1.1,0
69.0,7452.87,10712.57,8.0,0.0,22.0,1.0,3124.1,2.0,1
49.0,6127.66,20034.76,12.0,0.0,17.0,0.0,26.3,5.1,1
45.0,5335.05,48506.75,48.0,0.0,2.0,0.0,2955.1,6.9,0
46.0,6169.84,36016.5,32.0,0.0,4.0,0.0,200.8,4.7,0
53.0,7155.65,13901.25,36.0,0.0,21.0,1.0,2756.7,1.0,1
19.0,5948.33,43522.92,47.0,0.0,22.0,0.0,3962.5,2.3,0
59.0,4963.94,20277.37,1.0,0.0,16.0,0.0,3735.6,8.9,0
62.0,12684.55,8571.94,46.0,0.0,14.0,0.0,167.4,7.4,1
57.0,7617.0,17334.86,13.0,0.0,1.0,0.0,4294.3,2.7,0
49.0,10747.98,7173.28,48.0,0.0,10.0,0.0,778.7,6.0,0
40.0,7630.97,10692.5,22.0,0.0,7.0,0.0,2853.7,6.5,0
29.0,7138.69,33664.82,19.0,0.0,13.0,0.0,1431.6,2.4,0
34.0,5570.25,,46.0,0.0,22.0,0.0,1514.5,6.0,1
53.0,8524.0,31703.71,18.0,0.0,19.0,1.0,1070.9,1.9,1
,12589.67,39317.79,5.0,0.0,0.0,0.0,3808.5,4.2,0
71.0,10256.84,4883.57,6.0,0.0,10.0,0.0,1623.1,9.8,0
48.0,937.11,11929.18,22.0,0.0,9.0,0.0,71.9,9.1,0
44.0,12235.17,21516.82,31.0,0.0,2.0,0.0,3067.8,7.3,1
62.0,4572.75,47052.05,38.0,1.0,14.0,0.0,4902.8,3.0,1
29.0,8104.07,13869.36,1.0,0.0,21.0,0.0,2671.3,7.6,1
26.0,11856.06,48341.6,16.0,0.0,14.0,0.0,2635.1,3.5,0
23.0,12298.66,8123.84,11.0,0.0,18.0,1.0,3520.9,2.0,1
50.0,7052.3,1345.5,34.0,0.0,9.0,0.0,2301.1,2.5,0
42.0,1170.34,26209.1,1.0,0.0,14.0,0.0,2661.5,5.1,0
31.0,901.26,12869.45,43.0,0.0,12.0,1.0,3214.3,7.1,1
29.0,6308.17,4642.96,24.0,0.0,2.0,0.0,4454.3,1.7,1
72.0,7182.7,26648.5,36.0,0.0,9.0,1.0,303.4,6.6,1
30.0,5073.08,17936.59,11.0,1.0,5.0,0.0,2918.5,7.6,1
54.0,14096.98,4432.25,45.0,0.0,4.0,0.0,3071.2,9.3,1
18.0,10009.24,6053.98,12.0,0.0,0.0,0.0,714.7,3.6,0
52.0,9951.58,13016.08,1.0,0.0,14.0,1.0,2941.7,9.6,0
66.0,1091.65,26869.81,33.0,0.0,23.0,0.0,608.5,8.6,0
51.0,5766.05,45803.07,31.0,0.0,0.0,0.0,605.1,5.4,0
58.0,4676.77,28661.64,21.0,0.0,9.0,0.0,4941.3,1.3,0
31.0,12949.18,4487.57,32.0,0.0,22.0,0.0,1487.7,9.6,1
29.0,5190.79,24717.38,2.0,0.0,19.0,0.0,4271.7,2.9,0
26.0,13515.49,26625.27,11.0,0.0,7.0,0.0,781.9,8.7,0
60.0,2432.12,16397.63,11.0,0.0,19.0,0.0,562.7,7.6,0
63.0,1884.5,21323.01,22.0,0.0,9.0,0.0,2858.3,6.8,0
59.0,7625.64,17355.37,9.0,,11.0,0.0,3890.9,7.4,1
74.0,11161.5,44810.33,37.0,0.0,0.0,1.0,3851.1,7.6,1
27.0,7094.58,4032.85,30.0,0.0,23.0,0.0,2073.4,4.9,0
60.0,13598.75,5325.42,32.0,1.0,13.0,0.0,4024.5,3.5,1
36.0,12847.43,36637.48,,0.0,16.0,,3373.0,8.6,1
,5846.83,44632.59,29.0,0.0,3.0,0.0,4005.0,8.9,1
47.0,2490.39,49723.6,43.0,0.0,3.0,0.0,1011.4,9.5,0
39.0,14267.0,47939.83,11.0,1.0,22.0,0.0,,1.5,0
21.0,9998.31,1842.12,19.0,0.0,9.0,0.0,1601.9,2.6,1
55.0,2012.02,23475.16,25.0,0.0,16.0,0.0,1603.8,4.1,0
72.0,2536.61,18872.63,37.0,1.0,1.0,0.0,1679.0,2.4,0
55.0,10884.57,12387.3,42.0,0.0,2.0,0.0,270.4,3.8,0
61.0,6086.21,39669.07,20.0,0.0,6.0,0.0,986.1,5.7,0
51.0,4759.72,1293.68,4.0,0.0,1.0,0.0,4564.2,2.5,0
,9385.41,23765.53,2.0,0.0,2.0,0.0,1541.2,6.5,1
36.0,575.05,21300.03,29.0,0.0,4.0,0.0,4996.6,6.6,0
69.0,12644.64,24751.3,7.0,0.0,16.0,1.0,3084.1,8.8,1
53.0,3774.93,4166.3,14.0,1.0,0.0,0.0,1869.0,5.8,0
19.0,10455.27,20792.83,33.0,0.0,11.0,0.0,1907.7,9.8,0
55.0,4596.37,1735.55,29.0,1.0,5.0,0.0,3088.6,8.5,1
19.0,9763.28,19076.54,13.0,0.0,2.0,0.0,2208.2,1.5,1
45.0,3394.63,33526.46,16.0,0.0,19.0,0.0,4526.2,1.9,1
28.0,2624.05,43283.13,41.0,0.0,,0.0,2043.7,7.7,1
52.0,927.93,30391.97,8.0,0.0,9.0,0.0,2558.3,1.7,0
47.0,2748.58,30775.53,11.0,,20.0,0.0,3103.1,5.6,1
65.0,6792.17,6256.05,20.0,1.0,15.0,0.0,3198.8,1.6,0
26.0,12147.79,35571.26,20.0,0.0,8.0,0.0,4771.1,6.3,1
67.0,5909.07,28206.95,30.0,0.0,10.0,0.0,3853.6,5.1,0
57.0,11153.92,19665.94,11.0,1.0,14.0,0.0,4652.9,5.4,1
35.0,2634.58,29463.71,34.0,0.0,9.0,0.0,3424.8,7.5,0
28.0,14882.87,36683.31,49.0,0.0,1.0,0.0,3278.4,6.0,1
70.0,11060.29,10882.31,48.0,0.0,3.0,0.0,361.1,3.6,1
73.0,13726.42,9474.78,5.0,0.0,1.0,0.0,1963.6,6.4,0
50.0,14342.86,47363.96,39.0,0.0,13.0,0.0,268.3,7.0,1
41.0,6132.22,1375.29,43.0,0.0,8.0,0.0,765.6,1.9,0
36.0,14486.22,39241.18,30.0,0.0,14.0,0.0,268.2,7.8,1
48.0,9466.44,48929.73,35.0,1.0,11.0,0.0,4613.0,8.2,1
41.0,,10772.8,36.0,0.0,15.0,0.0,3273.1,2.8,0
43.0,2680.9,24205.81,7.0,0.0,10.0,0.0,4041.2,8.4,0
71.0,4106.89,36579.64,16.0,1.0,7.0,0.0,4599.7,6.2,1
73.0,3673.84,46436.92,36.0,0.0,9.0,0.0,3820.0,8.1,1
72.0,12832.32,29417.58,29.0,0.0,1.0,0.0,3030.9,7.4,1
38.0,11431.63,17508.85,31.0,0.0,21.0,0.0,4300.7,3.2,1
72.0,6303.82,2964.57,40.0,1.0,14.0,0.0,786.2,6.3,1
20.0,571.8,48275.01,49.0,0.0,12.0,0.0,754.7,9.9,1
48.0,9604.38,31165.36,3.0,0.0,10.0,0.0,4339.4,2.7,0
27.0,9444.19,34328.02,4.0,0.0,20.0,0.0,2441.0,8.4,1
69.0,4751.37,42021.69,4.0,0.0,9.0,0.0,2104.2,3.1,0
66.0,6306.3,26773.87,36.0,0.0,9.0,0.0,1686.3,,0
59.0,12476.06,10822.97,5.0,0.0,7.0,0.0,880.6,7.5,0
50.0,6121.22,33541.14,36.0,1.0,7.0,0.0,1489.4,6.5,1
52.0,557.33,24350.97,48.0,0.0,4.0,0.0,892.2,3.8,0
48.0,4097.84,8866.89,18.0,0.0,1.0,0.0,395.2,5.5,0
64.0,11392.12,412.46,7.0,0.0,16.0,0.0,2537.0,2.2,0
27.0,8669.28,2882.94,47.0,0.0,11.0,0.0,2599.4,7.2,1
28.0,1725.08,37925.11,9.0,0.0,23.0,0.0,3233.4,2.8,0
43.0,9713.73,24730.91,2.0,0.0,16.0,0.0,97.6,7.8,0
37.0,978.83,47348.06,47.0,0.0,20.0,0.0,4049.4,7.3,1
73.0,14941.99,18552.02,22.0,0.0,0.0,0.0,1742.6,1.8,0
70.0,13018.06,38015.37,16.0,0.0,4.0,0.0,3153.1,2.6,0
49.0,9204.37,19204.28,8.0,0.0,15.0,0.0,4348.3,2.8,0
35.0,12708.01,28286.99,3.0,0.0,20.0,0.0,421.8,5.6,0
28.0,8373.21,49858.35,9.0,0.0,16.0,1.0,1586.9,8.7,1
57.0,11385.54,45331.61,32.0,0.0,14.0,0.0,1437.9,,1
26.0,13221.13,10924.57,40.0,0.0,7.0,0.0,315.5,4.8,1
63.0,11011.62,14234.1,23.0,0.0,4.0,0.0,902.7,1.8,0
68.0,10304.63,31907.28,27.0,1.0,11.0,0.0,390.0,8.3,1
71.0,9225.09,7121.16,48.0,0.0,7.0,1.0,4612.7,8.3,1
37.0,9559.73,43473.99,9.0,0.0,11.0,0.0,2251.1,5.3,0
23.0,11740.82,12055.95,26.0,0.0,15.0,0.0,2060.6,3.7,1
20.0,14835.31,26386.82,48.0,0.0,22.0,1.0,2908.0,2.3,1
44.0,5426.85,33235.45,4.0,0.0,21.0,0.0,120.1,9.0,0
71.0,14487.88,48398.91,9.0,0.0,19.0,0.0,1626.2,8.0,1
60.0,3797.05,9008.55,26.0,0.0,8.0,0.0,2423.7,2.6,0
22.0,5073.73,12191.71,23.0,0.0,21.0,1.0,124.7,8.0,1
32.0,13127.3,28390.24,4.0,0.0,21.0,0.0,4502.3,4.0,0
38.0,1690.3,27437.28,13.0,0.0,20.0,0.0,3366.3,3.5,0
50.0,13741.58,13764.09,6.0,1.0,2.0,1.0,2738.1,7.2,1
32.0,12500.56,44359.18,4.0,0.0,7.0,0.0,4405.4,4.8,0
70.0,14445.34,44853.02,4.0,0.0,22.0,0.0,2640.1,4.3,0
70.0,9166.29,42824.5,38.0,1.0,18.0,0.0,1628.4,3.9,1
67.0,9582.0,25824.51,9.0,0.0,4.0,0.0,4759.4,1.1,0
66.0,4657.19,21259.64,27.0,0.0,12.0,0.0,897.8,9.1,0
56.0,6677.7,25161.92,14.0,,10.0,0.0,3190.2,9.6,1
73.0,5146.78,48714.69,27.0,0.0,3.0,0.0,1546.4,3.1,0
35.0,11277.85,32753.25,27.0,0.0,6.0,0.0,2289.2,7.2,1
24.0,3677.36,692.5,28.0,1.0,,0.0,1296.9,1.6,0
59.0,1577.72,11069.86,19.0,,11.0,0.0,4267.8,9.9,1
64.0,4554.96,27207.68,27.0,0.0,1.0,0.0,4178.1,7.2,0
18.0,2116.84,20573.21,29.0,0.0,23.0,0.0,1390.4,8.8,1
29.0,133.13,32212.05,21.0,0.0,7.0,0.0,550.2,1.1,0
43.0,11212.1,14080.84,44.0,0.0,2.0,0.0,982.6,2.2,0
44.0,3283.97,14018.77,37.0,1.0,20.0,0.0,844.2,4.6,1
23.0,9670.96,7221.7,43.0,0.0,20.0,0.0,551.2,8.3,0
63.0,8841.69,46674.01,4.0,0.0,1.0,0.0,163.5,3.3,0
,7925.33,3662.08,11.0,0.0,15.0,1.0,,3.8,1
59.0,9811.98,28893.58,24.0,0.0,,0.0,298.3,1.2,0
63.0,14089.54,35204.23,6.0,0.0,2.0,0.0,243.0,6.6,0
23.0,12951.74,,10.0,0.0,9.0,0.0,1438.3,5.3,1
33.0,5895.16,40549.93,4.0,1.0,13.0,0.0,4576.5,4.6,1
31.0,9507.37,33945.98,19.0,0.0,8.0,0.0,3441.2,2.4,1
65.0,353.23,7367.48,49.0,0.0,12.0,0.0,4553.0,7.3,0
49.0,1015.23,20500.26,32.0,1.0,11.0,,4848.9,2.7,1
47.0,9154.86,,49.0,0.0,19.0,0.0,4732.5,1.8,1
65.0,7762.68,944.8,39.0,0.0,12.0,0.0,3328.2,4.0,1
44.0,4627.6,47909.49,46.0,0.0,14.0,0.0,406.7,3.2,0
59.0,5007.82,48434.3,38.0,1.0,21.0,0.0,3650.9,6.4,0
31.0,14304.15,24274.59,24.0,0.0,9.0,0.0,2420.7,9.1,1
45.0,1350.91,28270.21,36.0,0.0,12.0,0.0,3467.8,6.5,1
60.0,448.14,25720.06,48.0,0.0,16.0,0.0,1665.8,2.2,0
66.0,14475.25,18191.09,14.0,0.0,9.0,0.0,3280.4,1.7,0
29.0,9608.91,39055.63,40.0,0.0,3.0,0.0,108.4,8.6,0
32.0,838.94,7501.24,16.0,0.0,0.0,0.0,1500.9,9.5,0
72.0,228.1,26612.4,33.0,1.0,23.0,0.0,3694.5,8.9,1
71.0,7555.92,40794.34,10.0,0.0,5.0,0.0,2944.9,7.4,1
46.0,5229.79,12923.82,29.0,0.0,20.0,0.0,1153.5,7.5,0
27.0,14507.58,40589.15,31.0,0.0,4.0,0.0,4269.0,4.5,1
28.0,3853.49,24361.08,44.0,0.0,23.0,0.0,595.2,6.5,0
69.0,525.39,29364.97,,0.0,0.0,0.0,1139.9,4.8,0
58.0,11935.78,43878.49,36.0,0.0,15.0,0.0,,3.0,0
55.0,1283.16,32906.68,3.0,0.0,20.0,0.0,4453.9,2.0,0
29.0,14348.09,26043.44,21.0,0.0,12.0,0.0,3978.4,3.2,1
53.0,4595.07,12932.22,4.0,0.0,16.0,0.0,863.2,3.1,0
30.0,4170.04,48824.12,43.0,0.0,9.0,0.0,4791.2,1.9,0
66.0,13419.67,18998.21,9.0,1.0,3.0,0.0,4389.2,1.8,1
51.0,2188.44,42777.47,29.0,0.0,16.0,0.0,4796.7,7.6,1
64.0,3808.88,9035.31,32.0,0.0,21.0,0.0,4449.9,6.3,1
67.0,14299.67,35555.28,34.0,0.0,2.0,0.0,3476.1,7.3,0
60.0,5961.62,27103.37,16.0,1.0,21.0,0.0,2216.7,3.6,1
19.0,1484.22,14897.71,8.0,0.0,20.0,0.0,3395.1,9.5,0
39.0,5612.97,48298.67,3.0,0.0,11.0,1.0,2314.9,5.9,1
70.0,13778.4,23934.97,18.0,0.0,10.0,0.0,616.3,5.1,0
65.0,7591.32,24619.64,30.0,,11.0,0.0,189.5,5.5,0
,5542.33,5178.03,20.0,0.0,2.0,0.0,410.8,1.9,0
71.0,6788.42,27196.63,4.0,0.0,8.0,0.0,4012.9,5.4,1
32.0,4722.04,49865.76,37.0,0.0,6.0,0.0,3260.6,6.4,0
33.0,14157.37,20361.07,19.0,0.0,20.0,1.0,2333.9,3.5,1
69.0,1124.32,6133.32,39.0,0.0,14.0,0.0,802.8,6.8,0
37.0,774.2,3520.56,17.0,0.0,17.0,0.0,394.6,2.6,0
24.0,14708.24,11734.36,42.0,0.0,6.0,0.0,4117.3,2.2,0
22.0,5697.01,44564.8,42.0,0.0,1.0,0.0,4866.0,,1
41.0,3717.02,2393.25,28.0,0.0,22.0,0.0,4852.0,3.3,0
28.0,1109.5,47727.61,17.0,1.0,0.0,1.0,4455.7,5.2,1
48.0,5224.26,,28.0,0.0,10.0,0.0,3950.7,5.7,1
22.0,1934.18,35704.38,30.0,0.0,17.0,0.0,3581.3,,1
29.0,2450.62,39184.34,37.0,0.0,11.0,1.0,2111.9,6.3,0
39.0,13522.09,850.08,48.0,0.0,19.0,0.0,1156.7,3.7,1
61.0,11094.39,15158.1,28.0,0.0,18.0,0.0,4185.5,7.5,1
31.0,5320.97,46435.19,9.0,1.0,10.0,0.0,2231.9,4.5,1
46.0,13331.48,12168.58,44.0,0.0,22.0,0.0,477.7,8.5,0
56.0,13502.93,44568.71,1.0,0.0,16.0,0.0,1799.3,9.8,0
61.0,6269.52,4417.94,34.0,0.0,19.0,0.0,306.0,7.4,0
27.0,3916.85,23608.58,31.0,0.0,19.0,0.0,3044.1,8.6,1
70.0,7496.93,11144.25,2.0,0.0,14.0,0.0,4612.7,10.0,0
55.0,11681.4,37165.94,30.0,0.0,15.0,0.0,3680.3,7.1,1
51.0,1442.98,21302.16,34.0,0.0,8.0,0.0,3740.8,,0
73.0,36.06,47984.44,3.0,1.0,12.0,0.0,3536.4,2.1,1
22.0,6872.78,34211.36,20.0,0.0,10.0,0.0,4079.9,5.1,1
58.0,1858.73,12141.72,32.0,0.0,14.0,0.0,1833.9,9.8,0
41.0,4662.51,6858.84,12.0,0.0,4.0,,408.3,3.2,0
48.0,6433.96,46975.04,3.0,1.0,22.0,0.0,1405.0,8.6,0
62.0,10707.61,47864.8,5.0,0.0,16.0,0.0,2087.5,2.0,0
49.0,9030.11,36809.29,39.0,0.0,1.0,0.0,1493.3,9.8,0
32.0,532.21,29120.8,20.0,0.0,3.0,0.0,3799.2,2.1,0
62.0,13384.81,24528.26,30.0,0.0,22.0,0.0,139.5,7.9,1
74.0,3612.87,48482.07,21.0,0.0,20.0,0.0,940.3,3.0,0
51.0,14813.32,417.59,34.0,1.0,4.0,0.0,3399.1,1.5,1
25.0,4786.05,12789.63,44.0,0.0,17.0,0.0,3150.3,3.6,1
42.0,7674.54,49614.95,40.0,0.0,20.0,0.0,1582.2,9.0,0
28.0,2457.74,,19.0,0.0,22.0,0.0,4410.3,6.7,1
53.0,2958.71,14192.45,33.0,0.0,10.0,0.0,4370.2,3.9,0
30.0,4166.41,38459.65,25.0,0.0,23.0,0.0,4966.5,1.7,0
73.0,3905.91,11471.4,5.0,0.0,9.0,0.0,2547.8,7.1,0
39.0,4027.94,4827.57,39.0,0.0,5.0,0.0,3327.5,2.2,1
62.0,6832.11,7222.01,33.0,0.0,10.0,0.0,1268.2,1.3,0
56.0,10735.2,39138.28,10.0,0.0,14.0,0.0,2131.2,1.9,1
53.0,5254.35,11667.8,19.0,0.0,12.0,0.0,1937.2,2.9,0
49.0,7965.1,42750.1,36.0,0.0,18.0,1.0,635.2,5.4,1
34.0,14333.87,,8.0,0.0,18.0,0.0,1843.5,9.2,1
44.0,3741.84,22927.25,26.0,0.0,5.0,0.0,1072.7,5.3,1
49.0,3956.18,24915.93,32.0,0.0,22.0,0.0,3978.1,6.9,1
37.0,13470.74,31218.11,13.0,0.0,4.0,0.0,4281.2,7.7,1
54.0,3452.04,21413.51,46.0,0.0,4.0,0.0,1863.2,9.4,0
28.0,2631.68,41667.13,35.0,0.0,15.0,0.0,239.8,3.9,0
72.0,1966.12,15943.97,39.0,0.0,14.0,0.0,2915.2,3.8,1
44.0,12475.74,16287.33,37.0,0.0,20.0,0.0,14.0,2.5,0
74.0,11247.0,4570.84,39.0,0.0,23.0,0.0,1676.8,6.1,0
45.0,5811.2,44685.45,38.0,0.0,0.0,0.0,3498.2,7.3,0
35.0,3041.19,32052.55,13.0,0.0,7.0,0.0,669.6,5.3,0
21.0,,9711.57,42.0,0.0,15.0,0.0,3095.6,4.8,1
41.0,13943.17,32890.28,4.0,0.0,16.0,0.0,718.7,6.0,1
73.0,10295.94,38139.95,7.0,0.0,,0.0,4308.0,3.5,1
45.0,3055.5,16918.24,32.0,0.0,8.0,0.0,2106.2,2.8,1
43.0,1343.78,10817.33,2.0,0.0,19.0,0.0,841.2,7.1,0
52.0,4232.37,9147.71,4.0,0.0,20.0,0.0,2668.8,5.4,0
36.0,7834.03,35640.83,30.0,0.0,6.0,0.0,1773.9,1.1,0
56.0,1066.3,49895.12,24.0,0.0,18.0,0.0,3335.7,9.0,0
64.0,10066.69,37936.04,20.0,0.0,18.0,0.0,4582.2,1.3,0
50.0,226.82,32067.79,42.0,0.0,11.0,0.0,4766.2,1.9,0
31.0,6663.86,3393.15,17.0,0.0,7.0,0.0,3378.1,5.1,0
42.0,6664.12,35951.43,30.0,1.0,5.0,0.0,692.7,8.8,1
28.0,9734.41,22787.56,16.0,0.0,17.0,0.0,4268.9,3.1,0
61.0,9751.49,42316.64,21.0,0.0,1.0,0.0,2579.3,7.4,1
26.0,10472.47,14089.83,3.0,0.0,1.0,0.0,2642.8,6.4,0
52.0,12887.59,28912.33,31.0,1.0,13.0,0.0,2811.6,4.9,1
20.0,11151.35,33183.52,36.0,0.0,,0.0,3340.9,1.4,0
62.0,9310.62,12439.14,40.0,1.0,23.0,0.0,4528.8,4.5,1
66.0,3589.17,44004.44,4.0,0.0,0.0,0.0,160.5,2.2,0
24.0,8452.1,38795.89,35.0,1.0,7.0,0.0,3280.0,1.7,1
33.0,14370.44,22138.1,6.0,0.0,7.0,0.0,2379.0,9.7,0
74.0,8296.61,16811.9,25.0,0.0,21.0,0.0,2204.2,5.9,1
64.0,12786.52,8226.36,21.0,0.0,18.0,0.0,4024.7,5.5,1
58.0,3082.54,22714.38,22.0,1.0,2.0,0.0,392.0,,1
42.0,11916.55,25045.64,16.0,0.0,12.0,0.0,3723.2,3.7,1
54.0,4381.54,47153.76,49.0,0.0,0.0,0.0,600.4,6.8,0
27.0,13120.44,31484.12,4.0,0.0,1.0,0.0,4765.7,9.8,1
70.0,13376.79,22705.36,28.0,0.0,9.0,0.0,594.8,6.5,0
27.0,9348.8,21003.08,32.0,0.0,10.0,0.0,2489.4,4.2,1
67.0,4563.73,19007.59,18.0,0.0,3.0,0.0,1326.9,4.6,0
57.0,14903.61,13973.55,23.0,0.0,6.0,1.0,60.1,,1
54.0,12002.23,31648.87,33.0,0.0,21.0,1.0,3521.8,1.3,1
29.0,2317.3,10048.79,39.0,0.0,12.0,0.0,4479.0,6.6,1
26.0,64.47,,14.0,0.0,10.0,,4238.9,8.0,1
59.0,11295.15,46180.56,28.0,0.0,5.0,0.0,4676.8,9.9,1
27.0,9918.62,23090.89,19.0,0.0,5.0,0.0,3604.9,8.2,1
61.0,9383.19,8120.83,33.0,0.0,17.0,0.0,3184.2,3.8,0
74.0,2518.19,40744.56,18.0,0.0,16.0,0.0,3851.0,9.9,1
21.0,9546.71,45188.68,43.0,0.0,0.0,0.0,4315.9,1.4,1
19.0,14606.54,42641.11,42.0,0.0,2.0,0.0,4664.0,7.1,1
44.0,2363.22,42873.34,19.0,0.0,2.0,0.0,,8.1,0
70.0,,48205.1,49.0,0.0,19.0,0.0,1707.8,6.4,0
37.0,9611.65,18661.61,24.0,1.0,4.0,0.0,2570.9,9.0,1
23.0,8314.75,48179.67,10.0,0.0,0.0,0.0,3546.2,9.7,1
73.0,7673.85,486.89,22.0,0.0,2.0,0.0,683.1,,0
42.0,4751.29,13720.96,18.0,0.0,1.0,0.0,3327.2,2.7,0
39.0,6131.85,11822.52,44.0,0.0,8.0,0.0,1246.8,4.5,0
44.0,5125.27,25466.74,20.0,0.0,23.0,0.0,,6.8,1
52.0,2291.71,33481.68,3.0,0.0,12.0,0.0,966.0,6.5,0
38.0,6552.28,35800.23,15.0,0.0,21.0,0.0,2044.6,7.8,0
36.0,11807.09,22996.75,10.0,0.0,14.0,,48.1,1.4,0
37.0,12247.76,47095.07,32.0,0.0,11.0,0.0,859.1,8.2,0
71.0,6954.41,711.2,14.0,0.0,11.0,1.0,,4.9,1
73.0,207.98,26681.87,8.0,0.0,2.0,0.0,3206.8,5.7,0
56.0,11891.57,30819.6,30.0,0.0,6.0,0.0,726.3,2.5,1
65.0,10722.33,16289.58,33.0,0.0,0.0,1.0,2250.4,3.6,1
34.0,4338.39,23040.36,6.0,1.0,4.0,0.0,2154.0,4.3,1
32.0,324.22,21248.57,23.0,1.0,21.0,0.0,4799.2,5.6,1
35.0,7424.89,42621.42,24.0,0.0,13.0,0.0,2368.1,9.2,0
36.0,5585.24,10122.57,42.0,0.0,10.0,0.0,840.5,4.6,0
58.0_err,10780.04,48246.5,13.0,0.0,2.0,0.0,3584.9,5.3,1
27.0,4945.37,11636.85,37.0,0.0,16.0,0.0,1266.0,8.8,0
50.0,5235.39,22066.92,30.0,1.0,15.0,1.0,1015.9,2.5,1
47.0,12502.56,19093.98,44.0,0.0,22.0,0.0,3240.4,7.7,1
48.0,603.13,40390.02,16.0,0.0,16.0,0.0,2166.0,5.7,0
52.0,3487.27,49454.12,9.0,0.0,3.0,0.0,113.2,8.1,0
35.0,2083.84,38659.83,20.0,0.0,23.0,0.0,1238.1,6.2,1
36.0,3550.08,23564.45,11.0,0.0,11.0,0.0,1458.5,2.2,0
71.0,406.37,35590.04,23.0,0.0,6.0,0.0,1207.0,8.4,0
46.0,8537.39,29858.53,19.0,0.0,6.0,0.0,2791.4,9.3,1
63.0,3386.78,39227.22,17.0,0.0,8.0,0.0,1912.1,2.2,0
41.0,9489.38,33649.42,25.0,0.0,0.0,0.0,1170.9,3.6,0
53.0,10810.72,23468.18,35.0,0.0,7.0,0.0,3255.2,2.0,0
50.0,3827.09,32014.47,7.0,0.0,14.0,0.0,,5.0,0
62.0,14107.51,31147.85,36.0,0.0,16.0,0.0,56.8,4.0,1
70.0,6268.73,40207.0,22.0,0.0,13.0,0.0,2097.8,9.3,0
21.0,51.1,38589.28,9.0,0.0,18.0,0.0,2249.4,4.3,0
41.0,4436.76,49059.57,6.0,0.0,3.0,0.0,2990.6,2.2,0
68.0,1584.53,38318.53,13.0,0.0,19.0,0.0,27.3,1.7,0
41.0,11906.39,35161.44,15.0,1.0,9.0,0.0,1687.1,5.0,1
33.0,10857.41,13628.94,42.0,0.0,12.0,0.0,4024.6,6.2,1
66.0,3351.92,7060.34,5.0,0.0,9.0,0.0,1741.4,8.5,1
59.0,832.68,39899.58,48.0,0.0,0.0,0.0,848.8,9.3,0
,3849.01,9372.7,22.0,0.0,7.0,0.0,2804.2,1.9,1
69.0,14570.38,315.81,48.0,,8.0,0.0,991.1,6.9,0
25.0,11567.39,10201.23,7.0,0.0,10.0,0.0,1121.0,1.4,1
53.0,551.3,5308.51,30.0,1.0,5.0,0.0,4060.5,5.4,0
68.0,11279.24,25530.31,33.0,1.0,7.0,0.0,3455.5,7.1,0
64.0,10778.79,44922.9,35.0,0.0,18.0,0.0,483.3,1.8,0
64.0,8252.57,,38.0,0.0,17.0,0.0,2648.1,3.8,1
24.0,6124.22,42274.15,31.0,0.0,19.0,0.0,2043.8,8.7,1
58.0,2863.2,10906.5,48.0,0.0,17.0,0.0,273.7,9.5,1
25.0,8880.17,24137.12,12.0,0.0,5.0,0.0,600.7,4.3,0
69.0,6775.97,28225.7,,0.0,15.0,0.0,4046.2,3.8,1
24.0,13769.8,14182.47,3.0,0.0,12.0,0.0,4324.7,6.3,1
63.0,1230.93,40482.8,13.0,1.0,18.0,0.0,1331.4,5.1,0
59.0,12766.08,4361.37,44.0,0.0,4.0,0.0,4000.5,7.1,1
51.0,3538.95,44600.55,41.0,0.0,19.0,0.0,1837.4,1.9,0
66.0,4606.76,29156.11,42.0,0.0,16.0,0.0,3026.8,6.9,0
24.0,14117.75,28754.95,26.0,0.0,19.0,0.0,2917.8,1.6,1
68.0,5119.99,45726.64,5.0,0.0,3.0,0.0,104.9,5.2,0
46.0,10890.45,8512.58,44.0,0.0,13.0,0.0,666.1,3.1,0
26.0,12682.44,39588.45,28.0,0.0,11.0,0.0,4873.4,5.2,1
40.0,5428.89,29887.55,17.0,0.0,19.0,0.0,3086.4,9.7,0
28.0,5816.96,3853.81,2.0,0.0,11.0,0.0,2913.8,1.8,0
60.0,10703.41,46468.59,31.0,0.0,21.0,1.0,3870.6,5.8,1
46.0,7391.36,2662.61,5.0,0.0,17.0,0.0,1585.4,6.6,0
65.0,9854.95,28692.06,27.0,0.0,2.0,0.0,4606.1,10.0,0
57.0,3699.87,20919.07,38.0,0.0,16.0,0.0,3905.9,8.2,1
49.0,8155.45,3707.38,38.0,0.0,14.0,0.0,1824.4,7.4,1
25.0,2996.66,40977.37,,1.0,22.0,0.0,4652.1,9.3,1
55.0,235.37,41782.13,7.0,0.0,9.0,1.0,3278.6,5.7,1
51.0,7254.47,43120.17,28.0,0.0,3.0,0.0,648.1,10.0,0
37.0,13537.44,10613.17,23.0,1.0,8.0,,3623.4,8.7,1
